Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Algeria,DZA,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.31600189,42.76499939,43.20000076,43.625,44.05099869,44.48099899,44.9070015,44.54000092,44.18899918,43.85900116,43.55099869,43.28300095,43.04499817,42.83399963,42.65000153,42.49100113,42.35100174,42.22800064,42.125,42.04700089,42.27899933,42.41600037,42.58599854,43.58200073,43.56399918,43.69400024,43.81499863
East Asia & Pacific (excluding high income),EAP,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.28091645,77.0998546,76.94905925,76.88182298,76.77295592,76.77753707,76.70027713,76.33906229,76.01586898,75.94828461,75.61511777,75.17702299,74.50692491,73.91560109,73.32028278,72.74488674,72.22869385,71.83640754,71.48036341,71.1741778,70.8668226,70.93951149,70.91283362,70.87639261,70.82307216,70.78536779,70.68037444
Early-demographic dividend,EAR,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.43448464,61.35092726,61.26428607,61.1990112,61.34120059,61.2219942,61.10452401,60.86749485,60.67035433,60.78145781,60.52734767,60.73354792,60.74587939,60.82844059,61.04150528,61.21261505,60.72001626,60.19828367,59.70001431,59.25357453,58.86426991,58.58271001,58.36055724,58.30272504,58.26565765,58.35503527,58.42718751
East Asia & Pacific,EAS,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.29331397,75.18257539,75.08295222,75.01092282,74.93692475,74.94705849,74.90802537,74.62227505,74.2719836,74.18363901,73.88811242,73.49039128,72.88491263,72.34197719,71.81699644,71.32880231,70.88575526,70.56837267,70.24278398,69.94322893,69.68540552,69.7026518,69.67452632,69.66660105,69.62429252,69.57386933,69.47040942
Europe & Central Asia (excluding high income),ECA,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.31244121,62.78349626,62.12075204,60.7666114,60.152205,59.98150029,59.26900063,58.46238245,57.87666587,59.16825718,58.55207917,57.85831157,57.65189569,57.68038712,57.67768395,57.85404292,57.97289577,58.3487853,58.64807143,58.73307369,58.80979536,59.11911259,59.13812458,59.23106423,59.4228491,59.46769634,59.42105823
Europe & Central Asia,ECS,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.86718194,59.89184558,59.2600075,58.46083273,58.04615502,57.87024621,57.60632136,57.25112672,57.07222897,57.71065537,57.51848729,57.102122,57.08401789,57.18893873,57.31631367,57.51593144,57.69011042,57.9151314,58.18487485,58.2049292,58.19772161,58.33659962,58.46519862,58.49048759,58.59618917,58.55887019,58.48467105
Ecuador,ECU,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.6780014,64.00499725,64.41699982,64.84999847,65.22899628,65.65599823,66.05500031,66.375,66.72499847,67.31099701,67.77200317,68.11799622,68.49500275,68.9280014,70.97100067,69.84700012,71.0490036,68.96600342,67.84400177,67.47200012,65.12599945,64.58100128,64.14900208,63.79999924,64.11399841,64.18900299,64.26899719
"Egypt, Arab Rep.",EGY,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.02000046,47.94200134,46.20199966,46.67499924,47.60699844,46.42100143,45.88000107,45.31700134,44.74499893,46.18799973,45.88100052,45.36399841,44.86199951,45.8769989,46.8769989,47.82799911,46.83399963,47.94900131,48.3429985,48.70899963,49.11700058,48.72800064,48.90299988,49.24599838,49.26200104,49.44499969,49.57600021
Euro area,EMU,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.59028553,55.44782755,54.85318697,54.61398681,54.51010181,54.42307976,54.60873183,54.69122912,54.97565049,55.15224785,55.28353285,55.10670761,55.36392508,55.60226605,55.96600818,56.20424476,56.46175399,56.6669023,56.87946585,56.80951059,56.67453274,56.63865249,56.82404576,56.68147111,56.60020973,56.46182769,56.3425627
Eritrea,ERI,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.08599854,84.03700256,83.96700287,83.63600159,83.17299652,83.00299835,82.83499908,82.72399902,82.71800232,82.72799683,82.76399994,82.64399719,82.59799957,82.63700104,82.66600037,82.74299622,82.87000275,83.01499939,83.31199646,83.45200348,83.58899689,83.65499878,83.71800232,83.81500244,83.8710022,83.88500214,83.88899994
Spain,ESP,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.07699966,50.98899841,50.70999908,50.71699905,50.88000107,50.8030014,51.1590004,51.50999832,51.8409996,52.35699844,53.29600143,52.52999878,53.62900162,54.79499817,55.88100052,56.85599899,57.72900009,58.20399857,58.97800064,59.13600159,59.31399918,59.28699875,59.27399826,58.90399933,58.67200089,58.38600159,58.19200134
Estonia,EST,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.2009964,67.78600311,66.30799866,64.77300262,63.18399811,61.5359993,61.45999908,61.35400009,60.70399857,59.43999863,58.92699814,58.92300034,57.70899963,59.26100159,59.35400009,58.98799896,60.90800095,61.0530014,61.75899887,61.55699921,61.35200119,62.22299957,61.70600128,61.90800095,61.81299973,61.91799927,61.92699814
Ethiopia,ETH,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.7559967,80.86699677,81.00499725,80.9240036,80.93299866,80.89700317,80.76999664,80.72899628,80.76000214,80.71399689,81.4260025,82.10199738,82.76000214,83.39099884,83.98400116,84.53399658,84.37799835,84.20899963,84.02600098,83.83300018,83.63500214,83.45600128,83.27999878,83.11100006,82.94100189,82.96099854,82.99500275
European Union,EUU,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.09004623,57.52975397,56.94511143,56.63749106,56.45256223,56.34376307,56.35190901,56.40975862,56.46326354,56.55467064,56.64129406,56.40653051,56.26640909,56.39063111,56.61627989,56.7465967,57.01961543,57.13611299,57.36860015,57.32245575,57.24607892,57.20794687,57.43475979,57.41564607,57.50745159,57.40231908,57.30616996
Fragile and conflict affected situations,FCS,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.3034887,64.24851333,64.160126,64.07768305,64.10212294,64.12173897,64.05952502,63.96763509,63.87227323,63.79015114,63.86710627,64.13553659,64.13690863,64.13808509,64.1581951,64.12510917,64.06755478,63.99679238,63.97354587,63.83738396,63.8156088,63.73282554,63.6752952,63.69426519,63.69131111,63.70839951,63.73179359
Finland,FIN,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.9980011,63.62200165,62.17599869,61.30099869,60.52199936,60.80099869,60.68899918,60.08599854,60.32400131,61.20700073,61.66999817,61.81399918,61.69800186,61.18600082,60.80799866,60.95899963,61.50500107,61.69100189,61.91600037,60.87200165,60.25600052,60.25899887,60.07899857,59.19200134,58.81600189,58.49900055,58.24200058
Fiji,FJI,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.47999954,56.95899963,57.43899918,57.91899872,58.40399933,58.90299988,59.35800171,58.86500168,58.36199951,57.86800003,57.39400101,57.16799927,56.96099854,56.74399948,56.48500061,56.16500092,55.64199829,55.07300186,54.99100113,54.99000168,54.86800003,54.76900101,54.69800186,54.56800079,54.40399933,54.34899902,54.30099869
France,FRA,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.69200134,55.23099899,55.30400085,55.27099991,55.1629982,55.17100143,55.54199982,55.18000031,55.21099854,55.42499924,55.33200073,54.98300171,55.16600037,55.83100128,55.68799973,55.76399994,55.64799881,55.72100067,55.75600052,55.95800018,55.875,55.69800186,55.875,55.67200089,55.43299866,55.15800095,54.9070015
Faroe Islands,FRO,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.43299866,62.22000122,62.2159996,62.08300018,61.75600052,61.43700027,61.13800049,60.85300064,60.58399963,60.33499908,60.10699844,59.85800171,59.62799835,59.41999817,59.23799896,59.08399963,56.83100128,54.56200027,52.29000092,50.02199936,47.76300049,47.90599823,48.06999969,48.24000168,48.42599869,48.82099915,49.21699905
United Kingdom,GBR,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.16699982,62.78699875,62.06000137,61.54800034,61.4679985,61.31000137,61.41699982,61.52600098,61.33300018,61.72000122,61.89699936,61.49100113,61.67200089,61.83399963,61.81700134,61.87599945,62.37099838,62.17100143,62.47200012,62.29399872,62.06100082,62.03900146,62.24399948,62.5379982,62.71500015,62.68299866,62.65999985
Georgia,GEO,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.7140007,64.40299988,66.1269989,66.84400177,66.93399811,66.82299805,66.51799774,66.18000031,66.00299835,65.82499695,63.63199997,65.99099731,63.85699844,65.12799835,63.81999969,63.62599945,63.56399918,63.59799957,63.7179985,63.89699936,65.1230011,66.20300293,67.40799713,66.8030014,66.83200073,67.13500214,67.45899963
Ghana,GHA,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.86299896,71.86499786,71.88899994,72.23100281,72.58899689,72.93900299,73.28700256,73.63600159,73.97799683,74.31999969,74.66799927,73.73799896,72.75900269,71.73999786,70.69100189,69.6289978,68.56500244,69.77899933,70.97699738,72.15799713,73.31900024,74.50299835,75.65599823,76.76899719,76.81700134,76.96600342,77.09400177
Gibraltar,GIB,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.23999786,66.62599945,67.00499725,67.37400055,67.73899841,68.09899902,68.45800018,68.81700134,69.1780014,69.54100037,69.90699768,70.26300049,70.62000275,70.98500061,71.34999847,71.71700287,72.06199646,72.40899658,72.75099945,73.10199738,73.47200012,74.26000214,74.27899933,82.28900146,82.31199646,82.30699921,82.29299927
"Gambia, The",GMB,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.45800018,77.51000214,77.47699738,77.40000153,77.375,77.35800171,77.31999969,77.25700378,77.24299622,77.19999695,77.19200134,77.22699738,77.41999817,77.43900299,77.44799805,77.48600006,77.50099945,77.51000214,77.51599884,77.54699707,77.55899811,77.50900269,77.45300293,77.39399719,77.33499908,77.31300354,77.29100037
Guinea-Bissau,GNB,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.3710022,72.27899933,72.26799774,72.24299622,72.19400024,72.11399841,71.88600159,71.73600006,72.28700256,72.22299957,72.12799835,72.11199951,72.18399811,72.24299622,72.26799774,72.27200317,72.29199982,72.30899811,72.32700348,72.35700226,72.38700104,72.34999847,72.46299744,72.55000305,72.60800171,72.71600342,72.80999756
Equatorial Guinea,GNQ,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.68599701,82.73799896,82.74099731,82.69999695,82.61699677,82.5059967,82.34700012,82.20200348,82.09200287,82.03500366,81.2440033,81.22000122,81.23300171,81.27300262,81.33699799,81.42299652,81.46600342,81.52999878,81.61100006,81.70300293,81.79599762,81.85399628,81.91600037,81.97399902,82.02100372,82.04299927,82.01899719
Greece,GRC,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.01200104,49.57300186,50.22499847,50.20500183,50.61500168,51.04899979,51.69400024,51.48099899,52.35499954,52.63000107,52.55699921,51.6230011,52.00799942,52.4129982,52.95600128,52.89199829,53.18799973,53.0909996,53.09799957,53.53300095,53.69300079,52.9620018,52.60699844,52.24900055,51.82799911,51.68999863,51.76300049
Grenada,GRD,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,GRL,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.15299988,59.39099884,59.6230011,59.86299896,60.10499954,60.34700012,60.62099838,60.88800049,61.15800095,61.45000076,61.76300049,62.14099884,62.52399826,62.92499924,63.31399918,65.26799774,67.07800293,66.00499725,64.91400146,63.80899811,62.6969986,61.59600067,66.2480011,61.00400162,61.25600052,61.47200012,61.70800018
Guam,GUM,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.43599701,65.58699799,65.66000366,65.67900085,65.66899872,65.63700104,65.52100372,65.37400055,65.20600128,65.02100372,64.8219986,64.60600281,62.67499924,62.68399811,62.68500137,62.95700073,64.15599823,61.88600159,62.14099884,62.23199844,62.54199982,62.81900024,62.5870018,62.39199829,62.17499924,62.10800171,62.04999924
Guyana,GUY,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.70100021,59.80500031,59.9109993,60.00299835,59.76599884,59.50899887,59.57300186,59.63700104,59.83599854,59.94599915,60.14400101,60.18899918,60.20899963,60.22800064,60.14599991,60.06100082,60.13299942,60.05199814,60.03699875,60.01300049,60.00299835,59.88299942,59.76599884,59.66500092,59.63600159,59.52899933,59.49200058
High income,HIC,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.60289521,60.77582566,60.59819955,60.38223804,60.38119712,60.3246423,60.41453695,60.53355838,60.49446521,60.51652018,60.57766254,60.34545573,60.26852734,60.20388839,60.22803243,60.36751208,60.53316264,60.62664065,60.75706941,60.52859801,60.40086196,60.19399705,60.26869458,60.21666266,60.16092736,60.06154066,59.94696464
"Hong Kong SAR, China",HKG,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.58200073,63.79600143,62.82799911,62.22399902,61.95899963,62.0320015,61.64400101,61.30599976,61.13600159,60.9280014,60.72200012,60.7480011,61.19400024,60.95899963,61.02600098,60.92100143,60.84400177,60.89199829,60.54999924,60.49599838,59.52600098,59.85100174,60.15000153,60.82400131,60.68500137,60.34500122,59.98699951
Honduras,HND,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.4659996,59.50699997,60.24399948,60.45299911,60.65299988,60.84799957,63.72900009,64.04799652,65.17900085,67.28299713,65.9489975,64.33300018,62.0379982,61.67200089,61.26300049,59.40599823,61.49000168,62.31499863,63.13199997,63.94499969,64.16000366,64.47599792,64.80500031,65.18299866,65.5039978,65.62799835,65.76699829
Heavily indebted poor countries (HIPC),HPC,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.69002801,72.6311628,72.57613887,72.50099424,72.51791113,72.51615529,72.5572828,72.56903102,72.60682579,72.67349045,72.78415678,72.83664166,72.88557294,72.91528857,72.92623517,72.93206284,72.9855984,73.06144206,73.1572846,73.24700424,73.30334357,73.23026678,73.09242729,73.11061666,73.10575245,73.14235624,73.18016206
Croatia,HRV,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.1269989,57.22800064,56.76900101,56.30099869,55.81700134,55.32099915,54.92300034,54.56100082,54.23199844,53.93299866,53.6629982,53.00799942,52.29499817,52.33399963,53.49599838,53.29600143,52.72800064,52.98199844,52.95000076,52.72200012,52.1780014,51.68600082,51.39300156,50.91799927,52.42499924,52.2840004,52.15800095
Haiti,HTI,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.71900177,66.46700287,66.17700195,65.84400177,65.46099854,65.02600098,64.58699799,64.09999847,63.59600067,63.11899948,62.69800186,62.81000137,62.98400116,63.20899963,63.4679985,63.7480011,64,64.25499725,64.55000305,64.8259964,65.19599915,65.43299866,65.66400146,65.88800049,66.10500336,66.30599976,66.52200317
Hungary,HUN,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.7820015,54.19300079,54.34600067,52.06999969,50.2480011,49.26900101,48.64799881,47.84500122,47.82899857,48.8769989,49.19100189,48.86899948,48.90599823,49.65599823,49.58000183,50.12599945,50.45299911,50.27000046,49.90100098,49.93600082,50.54700089,50.87799835,51.79100037,52.2840004,53.89300156,53.97200012,53.99599838
IBRD only,IBD,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.95414814,67.81917093,67.72664156,67.53843092,67.43515779,67.33051177,67.05767218,66.79344861,66.51025591,66.57774725,66.23757599,66.01508647,65.78376841,65.59814955,65.48466601,65.37841395,64.83417678,64.38612138,63.97530901,63.54813073,63.07815596,62.86406014,62.70816927,62.62420728,62.57089495,62.54994613,62.48546038
IDA & IBRD total,IBT,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.93913435,67.82144925,67.72098598,67.52861233,67.43190725,67.29969638,67.05832354,66.83938742,66.59096079,66.64364128,66.37413506,66.18043335,65.96256928,65.78730123,65.67326137,65.58785276,65.15493559,64.76870254,64.42191969,64.08676481,63.71822248,63.56161828,63.42816915,63.37205621,63.34320254,63.35859522,63.3391265
IDA total,IDA,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.86446498,67.8326697,67.69340778,67.48120925,67.41637699,67.15408082,67.06137976,67.05311333,66.96296242,66.94463953,66.9924141,66.92284108,66.75878293,66.62271124,66.49894256,66.49603324,66.53207994,66.39401659,66.29805336,66.32264779,66.34059531,66.38273514,66.30091247,66.31380015,66.33742031,66.44843209,66.55417698
IDA blend,IDB,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.53102485,57.50677876,57.42251079,57.14664513,57.20244664,56.7034658,56.82014073,56.9824932,56.84018211,56.81513028,56.94915003,56.83442927,56.75549503,56.79758337,56.88677766,57.2696328,57.71981336,57.65106171,57.68828108,57.99445995,58.19716321,58.36128078,58.37789481,58.38938979,58.39142784,58.5613595,58.72372218
Indonesia,IDN,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.60299683,65.33200073,65.0510025,65.77799988,66.25700378,66.99700165,67.61299896,66.03500366,65.36599731,67.64299774,67.45600128,67.28299713,67.06600189,67.26200104,67.43000031,67.57299805,67.63200378,67.68000031,67.68399811,67.92500305,68.12000275,67.9489975,67.75700378,67.5490036,67.38500214,67.36399841,67.33300018
IDA only,IDX,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.21839751,73.16661971,72.98418023,72.79086031,72.65015547,72.49538422,72.29233941,72.19360968,72.12672483,72.10837909,72.1122038,72.06438093,71.85826276,71.63411501,71.40388563,71.20447032,71.03072365,70.85621741,70.68989825,70.56895411,70.49507919,70.47237482,70.33644297,70.34685787,70.37707764,70.45171272,70.51955873
Isle of Man,IMN,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.80400085,60.79000092,60.78099823,60.77500153,60.76900101,60.47800064,60.1609993,59.84500122,59.5320015,59.22600174,58.93299866,59.24499893,59.56700134,59.90000153,60.24399948,60.59899902,59.48500061,58.40299988,57.35100174,56.32300186,55.31800079,54.63800049,53.96500015,53.82799911,53.66899872,53.72700119,53.77299881
Not classified,INX,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.93000031,53.29199982,52.31800079,52.93000031,53.64899826,53.86199951,54.77299881,55.32799911,57.01599884,58.49100113,59.38299942,59.54899979,59.94499969,60.21099854,60.71500015,62.56000137,63.30099869,63.81900024,63.34799957,62.19900131,61.18799973,60.63899994,60.35400009,60.63700104,60.37599945,60.01100159,59.70999908
"Iran, Islamic Rep.",IRN,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.62900162,45.58300018,45.12099838,44.62599945,44.09400177,43.52500153,42.92100143,43.08300018,43.30699921,43.62200165,44.04399872,44.5870018,45.19599915,45.86800003,46.59700012,47.38399887,46.35300064,45.39199829,43.24100113,43.68000031,43.14400101,43.38700104,43.60599899,44.11700058,44.29199982,44.53099823,44.69100189
Iraq,IRQ,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.02299881,41.00299835,40.99499893,40.99100113,40.98600006,40.97800064,40.99700165,41.01599884,41.03300095,41.04700089,41.05599976,41.05599976,41.05199814,41.04299927,41.02899933,41.24000168,41.36800003,41.5379982,41.61500168,41.73400116,41.88000107,41.99399948,42.10300064,42.21099854,42.31999969,42.44599915,42.55899811
Iceland,ISL,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.80400085,75.01399994,75.86499786,74.78600311,74.73100281,76.125,74.89499664,74.51799774,75.74099731,76.51200104,76.85700226,76.83499908,75.96099854,75.79399872,74.43900299,75.47699738,76.52600098,76.47799683,75.81199646,74.1989975,74.52200317,73.77999878,73.81199646,74.13200378,74.28500366,74.07499695,73.90299988
Israel,ISR,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.34400177,59.65100098,60.14599991,61.31200027,61.81299973,61.95199966,61.26499939,60.95800018,60.68500137,61.13000107,61.54800034,61.64099884,60.9659996,61.34700012,61.86399841,62.1609993,62.50699997,62.95399857,62.90200043,63.08599854,63.20999908,62.92499924,63.56000137,63.72999954,64.15100098,64,63.82899857
Italy,ITA,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.51800156,50.6269989,48.81000137,48.33599854,47.7820015,47.375,47.47600174,47.44300079,47.6590004,47.88000107,47.8769989,48.05199814,48.48400116,48.88100052,49.5,48.98899841,48.9679985,48.68099976,48.98400116,48.31600189,48.02099991,47.8730011,48.70899963,48.27899933,48.48500061,48.37900162,48.27999878
Jamaica,JAM,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.80799866,73.89099884,73.98899841,74.06700134,74.10299683,73.08899689,72.0039978,70.78500366,69.42900085,68.79000092,68.1289978,67.52999878,66.91100311,66.26699829,65.90799713,65.96800232,66.0510025,66.13999939,66.22200012,64.13899994,62.92699814,62.81800079,63.22800064,64.59200287,64.76799774,64.84899902,65.0739975
