Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
East Asia & Pacific (excluding high income),EAP,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.516875974,4.115874709,4.216438796,4.530854479,4.257511215,4.304267035,4.381172522,4.671419575,4.720692402,4.60728039,4.833790279,4.804643297,4.77022419,4.813896072,4.690792592,4.506356319,4.194472631,4.545070779,4.47958672,4.320153628,4.398186364,4.330761712,4.405144127,4.392358798,4.389309603,4.347589857,4.390695439
Early-demographic dividend,EAR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.206333214,5.370248939,5.562119017,5.738484716,5.752782645,5.80951034,6.095786549,5.95428604,6.226208654,6.235787077,6.433743477,6.926589801,6.773580529,6.567619799,6.712597797,6.323321953,5.810935001,5.803094293,5.992390245,5.726493816,5.768187002,5.672263514,5.641662909,5.584791662,5.584528956,5.525227408,5.526124963
East Asia & Pacific,EAS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.330111384,3.994748158,4.11209814,4.399163503,4.159911455,4.221236244,4.29777262,4.694678882,4.765915705,4.61320105,4.842983851,4.83749895,4.802935688,4.793940509,4.656573964,4.461745252,4.155916879,4.476357878,4.524627237,4.368251465,4.388737435,4.312277555,4.36388031,4.341355802,4.326251337,4.275715705,4.307313598
Europe & Central Asia (excluding high income),ECA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.02751689,7.524853027,7.681810302,8.698565381,8.801428088,9.061177463,10.07883255,11.0031516,11.20008877,10.20892212,9.726258043,9.351484882,9.211636781,9.052206751,8.506709164,8.197418821,7.517623711,7.497806253,9.201486782,8.625985283,8.058318484,7.505625208,7.543509475,7.708595097,7.809341849,7.787992257,7.920679015
Europe & Central Asia,ECS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.213671734,8.444214835,9.274633384,10.07358475,9.828093445,10.00712165,10.31057003,10.43384556,10.32673147,9.6005957,8.971098148,8.980902732,9.043497244,9.075855691,8.692707256,8.134166268,7.264761474,7.189148239,9.018513755,9.09469238,8.856350923,9.062029054,9.289535724,9.005791244,8.606382726,8.187365018,8.092368628
Ecuador,ECU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.800000191,8.899999619,8.300000191,7.099999905,6.900000095,10.38000011,9.170000076,11.48999977,14.39999962,9,10.71000004,9.069999695,11.43999958,8.550000191,7.739999771,7.690000057,6.099999905,7.300000191,6.46999979,5.019999981,4.210000038,4.119999886,4.150000095,3.799999952,4.769999981,5.361000061,5.84800005
"Egypt, Arab Rep.",EGY,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.600000381,9,10.89999962,11,11.30000019,9,8.399999619,8.029999733,7.949999809,9,9.260000229,10.01000023,11,10.30000019,11.19999981,10.48999977,8.800000191,8.699999809,9.380000114,8.979999542,12,12.67000008,13.21000004,13.17000008,12.84000015,12.01399994,11.49600029
Euro area,EMU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.651195613,9.127290556,10.7114841,11.80219344,11.41699156,11.7911692,11.7660066,11.30573279,10.5478572,9.525722128,8.441588882,8.702369102,9.048308131,9.337036436,9.036602256,8.336208864,7.444836384,7.503303181,9.548482087,10.11216268,10.1825428,11.35285305,11.99370418,11.59339029,10.81845563,10.04752438,9.710513194
Eritrea,ERI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.247000217,7.255000114,7.440999985,7.498000145,7.664000034,7.494999886,7.622000217,7.643000126,7.599999905,7.596000195,7.462999821,7.699999809,7.611999989,7.514999866,7.519000053,7.43900013,7.410999775,7.218999863,7.318999767,7.241000175,7.252999783,7.168000221,7.059000015,7.031000137,7.184000015,7.267000198,7.300000191
Spain,ESP,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.92800045,17.70100021,22.1609993,24.20899963,22.67499924,22.1420002,20.69799995,18.67399979,15.47599983,13.78499985,10.34799957,11.14599991,11.28299999,11.09000015,9.145999908,8.451999664,8.232000351,11.25500011,17.85700035,19.86000061,21.39100075,24.78700066,26.09399986,24.44099998,22.05699921,19.4470005,18.32600021
Estonia,EST,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.468000054,3.680999994,6.544000149,7.56099987,9.659000397,9.914999962,10.36900043,9.510000229,11.57299995,13.35999966,13.13500023,10.02600002,11.28800011,10.24800014,8.032999992,5.914999962,4.592000008,5.454999924,13.54800034,16.70700073,12.32800007,10.02099991,8.630999565,7.352000237,6.186999798,6.910999775,7.218999863
Ethiopia,ETH,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.460000038,5.455999851,5.403999805,5.418000221,5.43200016,5.447000027,6.249000072,7.164000034,8.199999809,5.153999805,7.06799984,6.434000015,5.850999832,5.315000057,5.380000114,5.262000084,5.282999992,5.21999979,5.118000031,5.163000107,5.239999771,5.916999817,4.980000019,4.980999947,5.274000168,5.735000134,5.723999977
European Union,EUU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.822482871,9.41646689,10.83227614,11.39703045,10.79961606,10.79827597,10.45276256,9.971970261,9.716610198,9.333616752,8.665687786,9.004585104,9.070626843,9.25408563,8.948832729,8.211152636,7.168451299,7.003840831,8.915029234,9.558285855,9.643199111,10.45383576,10.85204638,10.19049488,9.363372083,8.584465302,8.325434587
Fragile and conflict affected situations,FCS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.505210464,7.568743912,7.868784512,7.578320474,7.630463497,8.0620108,8.088459978,7.852628044,7.559593937,7.583552234,7.779290655,7.871525971,8.469494626,8.68382244,8.381256561,8.394918699,8.497314646,8.468592669,8.181184721,8.245728875,8.332412187,8.293423257,8.351894302,8.532859373,8.560108287,8.531604829,8.482607859
Finland,FIN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.502999783,11.59500027,16.20100021,16.4260006,17.00499916,15.57199955,14.96700001,13.21399975,11.69299984,11.13500023,10.29100037,10.42300034,10.46899986,10.3579998,8.383999825,7.718999863,6.854000092,6.368999958,8.25,8.394000053,7.781000137,7.68900013,8.19299984,8.663000107,9.376000404,8.996999741,8.906999588
Fiji,FJI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.900000095,5.400000095,5.900000095,5.699999809,5.400000095,5.78000021,6.671999931,8.859999657,8.309000015,7.781000137,6.125999928,8.350999832,8.5,4.699999809,4.599999905,6.504000187,8.600000381,8.800000191,8.699999809,8.899999619,9,9,8.956000328,8.914999962,8.220000267,7.934999943,7.736999989
France,FRA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.133999825,10.20499992,11.3210001,12.59300041,12.03999996,12.84500027,13.05599976,12.61499977,12.51399994,10.74300003,9.109999657,9.168999672,8.793999672,9.402000427,8.946000099,8.93599987,8.053999901,7.484000206,9.147000313,9.303999901,9.248000145,9.81499958,10.35200024,10.30500031,10.35900021,9.965000153,9.840999603
Faroe Islands,FRO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.55699921,19.12899971,17.78000069,17.67499924,18.96100044,17.53499985,20.4279995,17.37800026,17.24200058,17.11499977,17.00300026,16.83499908,16.83399963,16.7329998,16.89999962,16.78000069,16.70700073,16.68400002,18.35199928,20.38999939,20.38699913,20.29299927,20.27400017,20.1970005,19.11000061,18.50499916,18.14299965
United Kingdom,GBR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.552000046,9.777000427,10.34799957,9.649999619,8.694000244,8.192000389,7.072000027,6.203000069,6.043000221,5.561999798,4.696000099,5.037000179,4.80700016,4.593999863,4.75,5.349999905,5.262000084,5.614999771,7.537000179,7.787000179,8.036999702,7.886000156,7.526000023,6.111000061,5.301000118,4.848999977,5.012000084
Georgia,GEO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.32699966,12.11800003,12.07999992,12.47299957,11.1260004,12.42399979,12.34500027,14.5,13.80000019,10.81999969,11.15999985,12.59000015,11.51000023,12.61999989,13.81000042,13.60000038,13.27999973,16.46999931,16.84000015,16.29999924,15.06000042,15.03999996,14.56000042,12.35000038,11.96000004,11.57699966,11.3739996
Ghana,GHA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.080999851,4.699999809,5.248000145,6.203999996,7.804999828,8.506999969,7.709000111,8.199999809,10.10000038,10.35999966,7.572999954,9.187000275,6.480999947,5.318999767,4.933000088,3.599999905,9.430000305,5.586999893,8.430999756,4.199999809,3.98300004,4.09100008,5.199999809,5.137000084,5.537000179,5.765999794,5.869999886
Gibraltar,GIB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.65899992,6.683000088,6.721000195,6.72300005,6.747000217,6.769999981,6.789000034,6.798999786,6.815000057,6.811999798,6.837999821,6.857999802,6.835999966,6.862999916,6.882999897,6.888000011,6.888000011,6.934000015,6.879000187,6.900000095,6.903999805,6.901000023,6.979000092,6.952000141,6.90199995,6.847000122,6.818999767
"Gambia, The",GMB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.34799957,29.25300026,29.29000092,29.02599907,29.35300064,29.4640007,29.55200005,29.90099907,30.01300049,30.05500031,30.05800056,29.7140007,30.06699944,30.03199959,29.68700027,29.7159996,29.77099991,29.81900024,29.82600021,29.81299973,29.375,29.76000023,29.73399925,29.56800079,29.57299995,29.69499969,29.70599937
Guinea-Bissau,GNB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.65500021,6.617000103,6.625,6.65199995,6.68200016,6.693999767,6.731999874,6.412000179,6.860000134,6.665999889,6.701000214,6.668000221,6.690999985,6.717999935,6.731999874,6.697999954,6.693999767,6.676000118,6.657999992,6.653999805,6.697999954,6.543000221,6.55700016,6.559000015,6.545000076,6.528999805,6.510000229
Equatorial Guinea,GNQ,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.618999958,6.974999905,6.585000038,6.592000008,6.538000107,7.181000233,8.550999641,6.585000038,6.627999783,7.666999817,7.264999866,6.659999847,6.651000023,7.038000107,6.684999943,6.584000111,6.861999989,6.921999931,6.722000122,6.597000122,6.795000076,6.809999943,6.636000156,6.664000034,6.955999851,7.334000111,7.734000206
Greece,GRC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.656000137,7.842999935,8.612999916,8.862999916,9.062000275,9.654999733,9.576999664,10.83899975,11.85299969,11.24800014,10.45600033,9.975000381,9.411999702,10.31099987,9.994000435,9.008000374,8.395999908,7.760000229,9.616000175,12.7130003,17.86499977,24.43899918,27.4659996,26.49099922,24.89699936,23.9090004,23.02799988
Grenada,GRD,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,GRL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.200000048,2.486999989,2.874000072,3.15199995,2.694999933,3.747999907,2.575000048,2.523000002,1.899999976,1.399999976,1.299999952,3.130000114,3.400000095,3.130000114,2.476999998,1.799999952,2.5,2.792000055,3.078999996,3.74000001,4.130000114,2.869999886,2.99000001,2.910000086,2.420000076,2.377000093,2.388000011
Guam,GUM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,3.900000095,5.5,7.599999905,7.900000095,8.300000191,9.600000381,7.699999809,14.60000038,15.30000019,13.30000019,11.39999962,9.416999817,7.699999809,7,7.400000095,8.300000191,8.986000061,9.300000191,8.199999809,13.30000019,12.19999981,11.5,11.49199963,11.07999992,10.84300041,10.68799973
Guyana,GUY,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.9829998,11.89999962,11.63199997,11.34500027,11.14299965,11.38500023,11.63700008,11.6239996,11.56599998,11.58600044,11.53999996,11.81999969,11.52700043,11.26599979,10.22700024,10.69999981,10.35000038,11.22000027,11.01299953,10.90100002,10.8920002,11.21100044,11.36400032,11.82699966,11.60200024,11.43500042,11.25800037
High income,HIC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.823889332,7.378450305,7.851850327,7.857661914,7.424989286,7.469419134,7.204969175,7.14557152,6.951390243,6.537760946,6.507719595,7.033867636,7.17599361,6.995786071,6.682540896,6.1311438,5.609214056,5.897417155,8.013860194,8.272244033,7.946947268,8.002619796,7.908242894,7.289740495,6.674198908,6.251332813,6.127859693
"Hong Kong SAR, China",HKG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.799999952,1.960000038,1.960000038,1.899999976,3.220000029,2.829999924,2.220000029,4.579999924,6.25,4.920000076,5.090000153,7.28000021,7.860000134,6.739999771,5.579999924,4.769999981,4.010000229,3.559999943,5.260000229,4.309999943,3.420000076,3.289999962,3.380000114,3.279999971,3.279999971,3.421999931,3.489000082
Honduras,HND,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.579999924,3.190000057,3.196000099,3.186000109,3.24000001,4.369999886,3.319999933,4.019999981,3.900000095,3.865999937,4.099999905,3.900000095,5.199999809,6,4.199999809,3.099999905,2.900000095,3.099999905,3.299999952,4.800000191,4.400000095,3.931999922,3.910000086,5.5,7.380000114,6.28399992,5.631000042
Heavily indebted poor countries (HIPC),HPC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.659747215,6.605150361,6.689701318,6.673609944,6.538450893,6.708150534,6.594641028,6.871410921,6.961861561,6.681722733,6.951475313,6.752322877,6.706565737,6.58657606,6.577257689,6.501444372,6.682798587,6.321041139,6.410709851,6.304228684,6.285534921,6.014788592,5.958118222,6.024087859,6.139313503,6.232460996,6.235829947
Croatia,HRV,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.14000034,10.55500031,9.909000397,10.54199982,10.44799995,10,9.899999619,11.02999973,13.30000019,15.89999962,15.80000019,15.05300045,13.92399979,13.66399956,12.59799957,11.13000011,9.909000397,8.529999733,9.201999664,11.61999989,13.67800045,15.93500042,17.25099945,17.29000092,16.27700043,13.47599983,11.72200012
Haiti,HTI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.93799973,12.96899986,12.97500038,13.17500019,12.20899963,12.37699986,12.38700008,12.36900043,7.199999809,8.072999954,9.109999657,10.2489996,11.48799992,12.81599998,14.22500038,15.67399979,16.79999924,15.8739996,14.97299957,14.51399994,14.03600025,14.10000038,13.97299957,13.94299984,13.48999977,13.18500042,12.93999958
Hungary,HUN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.13500023,9.942000389,12.09799957,10.84700012,10.16800022,10.02200031,8.989999771,8.925000191,6.928999901,6.563000202,5.671000004,5.607999802,5.789999962,5.831999779,7.188000202,7.493999958,7.406000137,7.816999912,10.02999973,11.17199993,11.02900028,11.00300026,10.17700005,7.724999905,6.813000202,5.168000221,4.471000195
IBRD only,IBD,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.005457669,5.591245201,5.708922518,5.907029745,5.914945183,6.026771671,6.178842315,6.530771283,6.683166247,6.574188264,6.457048658,6.621113867,6.52613724,6.364591773,6.206646212,5.935273426,5.445744941,5.63049092,5.802738542,5.537173793,5.494485851,5.411208546,5.417431678,5.396884381,5.457701103,5.574815877,5.650891974
IDA & IBRD total,IBT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.927264859,5.618574134,5.678940933,5.842960939,5.885243616,5.998202215,6.166107752,6.4038792,6.567237655,6.45957953,6.423707801,6.549117336,6.495049285,6.345291187,6.223293462,5.969100538,5.560368834,5.65571338,5.861721936,5.645817209,5.640374533,5.550357116,5.544698874,5.470975161,5.524859809,5.63676162,5.699724264
IDA total,IDA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.542252643,5.751903182,5.534070357,5.536771541,5.744522587,5.864160125,6.107090855,5.822936142,6.04058809,5.946528581,6.276037874,6.233193858,6.359857302,6.262080954,6.294266944,6.11062734,6.032597332,5.757956412,6.096320813,6.069043226,6.199114261,6.075464065,6.017464388,5.741913856,5.766416996,5.855797308,5.869260584
IDA blend,IDB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.61706254,6.446709105,6.156532612,5.999832208,6.245048219,6.855985968,6.357104813,6.494771752,6.498248078,7.198354275,7.535435988,7.521671842,7.772502219,7.413006063,7.566340034,6.981428767,6.608753044,6.580468747,6.937929503,7.049154984,7.153696337,7.199278827,7.119525567,6.148491756,6.060826319,6.257422433,6.366078469
Indonesia,IDN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.589999914,2.799999952,4.236000061,7.972000122,3.618999958,4.400000095,4.699999809,5.5,6.300000191,6.099999905,8.100000381,9.100000381,9.5,9.899999619,11.19999981,10.27600002,9.105999947,8.392000198,7.873000145,7.139999866,7.478000164,6.127999783,6.166999817,5.940000057,5.989999771,5.599999905,5.769000053
IDA only,IDX,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1058784,5.470306413,5.282996949,5.349945079,5.544430013,5.465984826,6.006361561,5.552858452,5.856766235,5.4425645,5.769835369,5.714404198,5.788557401,5.794184972,5.772142922,5.749390713,5.793342844,5.415560959,5.743670842,5.656254136,5.79607151,5.600377469,5.551918585,5.570416272,5.642202768,5.686432616,5.659982128
Isle of Man,IMN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.996000051,3.901000023,4.059999943,3.700000048,3.973999977,3.950999975,4.386000156,4.118999958,4.215000153,4.309999943,3.775000095,4.315999985,3.928999901,3.888999939,4.400000095,4.330999851,3.723999977,4.153999805,3.905999899,3.549999952,3.536999941,3.622999907,3.573999882,3.529999971,3.49000001,3.457999945,3.427999973
Not classified,INX,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.77499962,15.02999973,15.58699989,14.56999969,11.9829998,11.71700001,10.20300007,7.698999882,5.803999901,4.31799984,3.683000088,4.215000153,4.478000164,4.491000175,4.342000008,4.414999962,4.673999786,6.399000168,12.00800037,13.85400009,14.625,14.67199993,13.04399967,11.26299953,9.395999908,8.088999748,7.552999973
"Iran, Islamic Rep.",IRN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.10000038,12.27999973,11.00899982,10.26000023,11.73799992,12.77000046,11.71700001,11.68599987,11.65400028,11.78499985,12.31400013,12.80000019,12.19299984,10.30000019,12.10000038,11.30000019,10.60000038,10.47999954,11.97000027,13.52000046,12.30000019,12.21000004,10.39999962,10.56999969,11.06000042,11.26900005,11.31499958
Iraq,IRQ,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.93000031,18.14500046,18.39999962,17.58499908,17.32799911,18.16200066,17.68700027,17.76199913,17.52000046,17.03199959,16.89999962,16.78199959,28.10000038,26.79999924,17.96999931,17.5,16.90299988,15.34000015,15.22399998,15.24199963,15.21899986,15.26900005,15.13799953,14.9829998,15.47799969,16.04500008,16.11400032
Iceland,ISL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.548000097,4.304999828,5.256999969,5.326000214,5.196000099,3.599999905,3.720000029,3.069000006,2.177999973,1.93599999,1.873999953,2.987999916,3.996999979,4.031000137,2.546999931,2.829999924,2.250999928,2.946000099,7.21999979,7.56400013,7.027999878,6,5.375999928,4.896999836,3.979000092,3.75999999,3.594000101
Israel,ISR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.38700008,14.07999992,12.74100018,9.934000015,8.781999588,8.454999924,9.751000404,10.7489996,11.18299961,11.10200024,11.81200027,12.88799953,13.50500011,13.02900028,11.34200001,10.70699978,9.37899971,7.703999996,9.534000397,8.479999542,7.138999939,6.856999874,6.208000183,5.889999866,5.250999928,5.605999947,5.893000126
Italy,ITA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.10299969,9.328000069,10.23999977,11.09300041,11.66899967,11.8739996,11.9989996,12.11900043,11.68999958,10.84200001,9.595000267,9.208000183,8.866000175,7.866000175,7.730000019,6.77699995,6.074999809,6.72300005,7.749000072,8.362000465,8.359000206,10.65499973,12.14900017,12.68299961,11.89599991,11.54100037,11.40799999
Jamaica,JAM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.69999981,15.39999962,16.29999924,15.39999962,16.20000076,16,16.5,15.5,15.69999981,15.5,15,14.30000019,11.69999981,11.39999962,10.89999962,9.600000381,9.300000191,10.60000038,11.39999962,12.39999962,12.69999981,13.69999981,15.25,13.69999981,13.30799961,13.25800037,13.07199955
Jordan,JOR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.41300011,17.50799942,19.70000076,18.24900055,14.60000038,13.69999981,13.45699978,13.07199955,12.74499989,13.69999981,15.80000019,16.20000076,15.39999962,12.39999962,14.80000019,14,13.10000038,12.69999981,12.89999962,12.5,12.89999962,12.19999981,12.60000038,11.89999962,13.10299969,13.24100018,13.35700035
Japan,JPN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.099999905,2.200000048,2.5,2.900000095,3.200000048,3.400000095,3.400000095,4.099999905,4.699999809,4.699999809,5,5.400000095,5.300000191,4.699999809,4.400000095,4.099999905,3.900000095,4,5.099999905,5.099999905,4.520999908,4.300000191,4,3.599999905,3.400000095,3.135999918,3.000999928
Kazakhstan,KAZ,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.069999933,11.95800018,1.110000014,7.5,11,13,13,13.10000038,13.5,12.80000019,10.39999962,9.329999924,8.779999733,8.399999619,8.100000381,7.800000191,7.300000191,6.630000114,6.550000191,5.769999981,5.389999866,5.289999962,5.199999809,5.06099987,4.971000195,5.228000164,5.642000198
