Country Name,Country Code,Indicator Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Colombia,COL,GDP per capita growth (annual %),,2.154132313,2.345590208,-0.139484269,3.456105216,-0.012898994,2.239626168,1.164596802,3.404984722,3.616962042,4.191749338,3.370518286,5.185573375,4.348542846,3.412078279,-0.019163473,2.472640337,1.809283869,6.019992747,3.006717597,1.754919159,-0.036376507,-1.316113198,-0.673802978,1.097328003,0.888984107,3.63900593,3.237794365,2.004818831,1.421601865,4.039736278,0.387326457,3.136596078,0.565567661,4.029794244,3.4647784,0.427584131,1.834165369,-0.939121717,-5.611912127,2.908948535,0.226857288,1.065060726,2.489228212,3.922772027,3.34837565,5.3585839,5.602510274,2.331562335,0.499676781,2.835318278,5.467383464,2.990156958,3.851738521,3.412994223,2.11871999,1.069985442
Comoros,COM,GDP per capita growth (annual %),,,,,,,,,,,,,,,,,,,,,,0.667603291,3.34451893,1.967342066,1.28650395,-0.560901483,-1.035680702,-1.301694331,-0.305790239,-6.007738013,2.037161478,-8.135937586,5.403666822,0.065295121,-7.94107439,0.751334313,-3.964888196,1.268511733,-1.356973375,-0.670581196,8.087076855,-0.15797348,-0.117270535,-0.299991125,-0.47246073,0.416396536,0.222078342,-1.587020796,-1.984210649,-0.476349813,-0.236113529,0.149312043,0.538505612,1.03889143,-0.34211149,-1.328791327,-0.134951062
Cabo Verde,CPV,GDP per capita growth (annual %),,,,,,,,,,,,,,,,,,,,,,6.612435876,0.85939224,7.324688465,1.76091966,6.686267684,1.228380611,2.796886827,4.460617355,3.959463058,-1.280833099,-0.928878193,8.108982846,5.784787385,15.99463911,11.28507443,8.653141331,8.55889779,10.05083132,8.884359885,11.97489493,0.241699657,3.297687843,2.355794752,8.425819327,5.357320995,6.584978002,13.83463245,5.504249112,-2.311434992,0.371907559,2.805938975,-0.080767909,-0.384688738,-0.598750878,-0.162116265,2.63856998
Costa Rica,CRI,GDP per capita growth (annual %),,-4.459028183,4.323305034,1.119565402,0.589580471,6.196775692,4.417856974,2.375720741,5.148796747,2.557601707,4.563591439,3.99457858,5.472938405,5.0808792,2.973482031,-0.422825271,2.864785874,6.130813404,3.527751823,2.208194724,-1.888060549,-4.843142363,-9.750887605,0.132005725,3.412641175,-1.565899846,3.112818138,4.2251458,1.268612724,2.476473637,1.319372642,-0.000865529,6.453896491,4.409916168,1.904252457,1.593701609,-1.17737952,3.099964553,4.558408993,1.746315586,1.707115118,1.642849801,1.603629203,2.669472989,2.814849816,2.384079965,5.720727925,6.665863009,3.231143581,-2.26692409,3.635324396,3.055681443,3.58892727,1.133016575,2.541837864,3.628147368,3.267258975
Caribbean small states,CSS,GDP per capita growth (annual %),,,,,,,,1.841737867,4.355398954,3.9448332,4.048263634,0.663791855,7.710483346,-2.056492444,-3.848127003,-2.163401567,-1.336939111,3.120559136,4.999143259,2.277419424,-2.294275119,-0.314714271,0.168194571,-3.989092397,-1.074858624,-1.673416544,0.00289121,0.40638317,1.509781111,3.881162738,0.649911981,0.725808516,-1.059186965,1.874267305,1.735038321,2.168011356,2.507326851,2.314742718,2.14277498,3.278316419,2.913052413,1.309795303,3.083348715,5.334448054,3.496239132,3.02193542,6.144412962,2.556725009,0.772124004,-4.139251841,0.777434618,0.430439091,0.60890705,1.009638741,-0.154602675,-0.496884513,-2.373283057
Cuba,CUB,GDP per capita growth (annual %),,,,,,,,,,,,6.688370682,3.022460771,1.735178633,-0.525835294,8.048949555,4.258951785,7.689404894,5.753977954,0.406858609,-5.409471541,19.09455543,8.463824787,4.976677742,7.387474434,0.932360798,-0.742406808,-3.366597574,2.606682907,-0.346840253,-3.825084389,-11.37529156,-12.15542075,-15.35742451,0.192951773,1.936199029,7.297943321,2.289095187,-0.294517312,5.74997894,5.527868965,2.854754187,1.14041943,3.544567351,5.563483202,11.03105394,11.94701371,7.191405004,4.060975651,1.371998715,2.25981038,2.60673959,2.766054888,2.477313337,0.803785555,4.240918772,
Curacao,CUW,GDP per capita growth (annual %),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,GDP per capita growth (annual %),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.368419198,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,GDP per capita growth (annual %),,,,,,,,,,,,,,,,,21.24487234,16.3479758,7.378347628,9.054349603,4.610640152,0.828826187,4.774511459,4.715044666,7.357755273,3.615236622,2.52140639,5.907273388,7.500785644,6.419510629,5.13996947,-1.834742759,6.527834909,-1.70262778,3.732201086,6.5193588,-0.2692888,1.12199773,3.953117531,3.662073532,4.605801516,2.489999696,2.220905652,1.237982201,3.180830497,2.241217562,2.781022803,2.61259233,1.288334269,-4.374273984,-1.29760034,-2.206049098,-4.622161162,-5.733870719,-0.441661141,2.259843017,2.675713636
Czech Republic,CZE,GDP per capita growth (annual %),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.40250602,-0.608213635,-0.042053102,2.872143518,6.286554631,4.404235371,-0.567177418,-0.221542586,1.541748468,4.587001957,3.439434431,1.843217491,3.631498248,4.915520518,6.295126784,6.58751877,4.91525179,1.862581087,-5.382388221,1.997474779,1.794029518,-0.938553682,-0.516675079,2.607037043,4.330325282,2.274997368
Germany,DEU,GDP per capita growth (annual %),,,,,,,,,,,,2.943650192,3.802475976,4.44801722,0.850760288,-0.496434236,5.400212127,3.58143708,3.098181649,4.104331334,1.198693931,0.376242514,-0.300057787,1.839034163,3.178987218,2.556883565,2.240535046,1.246499633,3.302863731,3.096180032,4.351639058,4.345220042,1.151771251,-1.605135305,2.102607232,1.439068158,0.526477107,1.700290726,1.964176139,1.921237294,2.822696604,1.524537695,-0.167987063,-0.764861234,1.191936522,0.763909706,3.817196752,3.39870617,1.274699038,-5.37941105,4.239504345,5.599481428,0.303518386,0.215722046,1.172691706,0.84393513,0.658329724
Djibouti,DJI,GDP per capita growth (annual %),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.871776471,-1.352569291,-7.140396432,-1.553493739,-4.716420915,-6.095806778,-3.339427264,-2.791921739,-0.665109145,-2.030576249,-0.059036949,0.760698766,1.513912693,2.191524857,1.522847557,3.094810919,3.386833338,4.060230035,3.287271062,1.747516914,2.683113343,3.028190039,3.184544986,4.201768813,4.749259403,
Dominica,DMA,GDP per capita growth (annual %),,,,,,,,,,,,,,,,,,,10.52141415,-19.18759933,13.67052343,11.99366021,4.418412474,3.272837289,6.184989779,2.068507499,7.983920682,8.491812864,9.509298327,0.456960465,5.723845461,0.727225471,1.863306467,1.338247396,1.19967876,1.981863404,2.963507921,2.053117727,5.669577471,1.240701996,0.702327367,0.481755806,-1.969848117,7.273935542,2.830565367,-0.439073021,2.668027724,6.106715294,6.933852575,-1.384819666,0.375203641,-0.617745189,-1.517450839,0.275138637,3.645828792,-2.277758798,0.367258127
Denmark,DNK,GDP per capita growth (annual %),,5.638743553,4.847446966,-0.152610055,8.400119265,3.743684868,1.919198017,2.609414586,3.343837718,5.736151451,1.966135499,2.291736582,3.336573813,3.465593579,-1.581709731,-1.740202726,5.658666631,1.553511694,1.909290268,3.61423544,-0.603934988,-0.63791302,3.760867344,2.666534234,4.220724374,3.961544656,4.764060315,0.127320147,-0.062204962,0.58485837,1.310525612,1.130862172,1.62042569,-0.321988039,4.977333159,2.492294732,2.319374442,2.832654144,1.847617079,2.607929249,3.400722038,0.462530611,0.145880086,0.117373434,2.403208255,2.055133635,3.572035729,0.462745499,-1.094850555,-5.413991945,1.419488116,0.920390598,-0.149947287,0.513432702,1.16168801,0.890845795,0.445697547
Dominican Republic,DOM,GDP per capita growth (annual %),,-5.532584937,13.22534027,3.06805971,3.37471424,-15.21169726,9.99179395,0.228198703,-2.707342772,7.697806534,14.89079524,7.807074292,7.406522606,9.905597336,3.255764125,2.528419292,4.08478049,2.437832629,-0.28503629,2.092782416,5.490572038,1.923197857,-0.563673653,2.337745313,-0.926531365,-4.193317548,1.37101775,7.869611046,0.103585188,2.3308756,-7.306230188,-1.012219782,8.39824181,5.20939346,0.434984242,3.630734646,5.3075312,6.226679518,5.29635151,5.034859639,4.009187378,0.234715263,4.169347835,-1.760220748,-0.19317521,7.671067834,9.091369571,7.188993804,1.793963117,-0.410140874,6.891948698,1.774365458,1.499692733,3.454897589,6.320988449,5.794984838,5.439550703
Algeria,DZA,GDP per capita growth (annual %),,-15.7262892,-21.64509963,31.00794513,3.163862554,3.422966539,-7.396121934,6.38817729,7.65083934,5.366432224,5.828007274,-13.76222588,23.96858578,1.006177923,4.566004262,2.140967344,5.35310442,2.283856964,6.083678663,4.335917658,-2.216549966,-0.129456185,3.13164697,2.159856012,2.389800677,0.611630511,-2.517517775,-3.509143504,-3.711752354,1.646415312,-1.746785531,-3.588531856,-0.547389546,-4.232193259,-2.912566121,1.853423793,2.305087245,-0.508245296,3.544786287,1.758011109,2.427875701,1.676475844,4.279453027,5.850520833,2.943232296,4.452752236,0.210971674,1.799196896,0.713952801,-0.101599762,1.763682018,0.930355173,1.321109306,0.696353667,1.733280904,1.790253965,1.824167826
East Asia & Pacific (excluding high income),EAP,GDP per capita growth (annual %),,-11.16950644,-1.41264761,3.16567171,7.266437335,7.219229316,4.667666811,-3.468129501,0.028009919,7.769843569,9.694727656,3.701036096,2.516434046,5.802231898,2.050363033,4.428231993,1.622425466,6.059685905,7.419857011,5.480188154,6.023037505,4.211411286,4.275560933,5.593455417,7.766094518,5.521904878,5.145165298,6.916587024,7.647376158,4.179767453,3.751644075,6.328569688,9.236557468,9.430923719,9.348940808,8.375262458,7.622115474,5.777114909,0.606522964,4.989569598,6.447028355,5.7136586,6.906288326,7.806612673,8.028302337,8.820936145,9.903418571,11.45430737,7.596858348,6.892068982,8.988074256,7.704118543,6.743689538,6.437354162,5.990934686,5.728381476,5.573694897
Early-demographic dividend,EAR,GDP per capita growth (annual %),,1.787379622,1.744766748,2.801056775,5.636207951,2.792878145,1.431412126,2.773314376,4.371255284,3.48172132,6.078715218,3.172843165,4.296589775,4.766260092,3.850816536,0.030930819,4.92264126,1.62223141,-1.142598025,1.014167386,0.437494562,1.03688815,-3.09738457,-2.449688821,-0.28607386,-1.657189912,0.656445037,0.494510134,1.173826171,-0.488733639,3.396417612,2.878296749,2.191857269,1.302313676,0.900216061,0.855479334,3.418857745,2.842904817,-0.099480756,-0.311741073,2.686873202,-0.733638258,-0.100184394,3.031717149,5.068388361,4.823878755,4.769780404,4.75012848,2.089421896,-0.698638339,4.903628369,3.802010218,2.450012777,2.863303051,2.996091299,3.154316098,2.612712815
East Asia & Pacific,EAS,GDP per capita growth (annual %),,5.558429393,4.842894078,5.311914674,8.121759516,4.147358513,6.230255262,5.953889964,7.8007329,8.732546382,-0.472734547,2.466449381,4.966121917,5.361806674,-1.647633275,1.572317295,2.547691089,3.612502625,4.04625282,4.225353332,2.086574227,3.009141563,2.316258434,2.172022317,4.206510849,4.62761146,2.619657715,3.783834267,5.927792268,3.786078534,3.959439977,2.935101966,2.078813173,2.302522758,3.001721289,3.868288526,3.87760461,2.301788527,-1.177654146,1.968416557,3.899992906,1.753037076,2.720071986,3.430964338,4.348934253,4.257338271,4.768672974,5.747855896,2.774642013,0.654827936,6.342902212,3.916649508,3.956722362,4.050324094,3.407746843,3.405026624,3.409228109
Europe & Central Asia (excluding high income),ECA,GDP per capita growth (annual %),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.058055001,-5.643805373,-10.78775313,-5.827527588,-10.60614101,-1.34285744,0.136752602,2.659722543,-1.695336412,2.018249363,7.903787407,2.70044331,5.55541733,6.758733078,8.085378891,6.957533886,7.909029929,7.464283036,4.058425936,-6.503409654,4.603471102,5.344026728,2.88351544,3.096739488,1.585370006,0.000313609,0.827344443
Europe & Central Asia,ECS,GDP per capita growth (annual %),,,,,,,,,,,,2.936036695,3.918967471,5.161759329,1.560032056,-1.202672265,4.025216617,2.171284084,2.513594616,3.04266276,0.753408502,-0.151095068,0.353581016,1.343205988,2.06293199,2.153585401,2.147705777,2.419960588,3.551156968,2.92261235,1.78762131,0.043000842,-1.014501989,-1.202276925,0.84588173,1.966082601,1.633340789,2.69564141,2.346334735,2.778499273,4.203184028,2.076777995,1.544524438,1.622890026,2.965666794,2.42656222,3.625564225,3.338937018,0.586441654,-4.883208112,2.223319036,2.063665366,-0.156735124,0.352163123,1.283417526,1.380695966,1.227253622
Ecuador,ECU,GDP per capita growth (annual %),,-1.307877537,1.603643029,0.922297868,4.730790627,1.713114149,-3.20757684,1.606679573,-1.021977508,1.672088666,3.832855399,3.293609293,2.079236234,10.79330162,8.161083107,7.967560877,4.524925025,-1.07966443,2.946524478,1.055580559,1.059006337,2.944547318,-1.899596708,-2.806649032,0.095181848,1.381682695,0.9327874,-2.685664091,3.334887982,-1.405645148,1.237461071,1.869749148,-0.219502173,-0.313105751,1.974304694,0.070819385,-0.383224793,2.214937744,1.238431658,-6.543428151,-0.748585969,2.201541046,2.35038446,1.04137934,6.448472843,3.562015064,2.66753642,0.478152631,4.574821686,-1.101802097,1.837978037,6.143477932,3.981860644,3.325690087,2.413080658,-1.338979877,-2.914961487
"Egypt, Arab Rep.",EGY,GDP per capita growth (annual %),,1.585068036,4.002243114,6.168854149,5.301792832,2.400087185,-1.562867566,-1.961007346,0.126275646,4.191684955,3.099294324,1.084149368,-0.225308221,-1.482577056,0.255237753,6.532615616,12.05009063,10.25864158,3.316389873,3.517343,7.3387601,1.192139697,7.15090514,4.659530018,3.324883919,3.765187038,-0.143389435,-0.298336129,2.441610351,2.237271643,3.11381883,-1.226827759,2.199957873,0.818331847,1.943238246,2.641009755,3.017657081,3.549320972,2.141894785,4.174958141,3.439696362,1.615120371,0.448033695,1.25092589,2.156831224,2.578956712,4.966033533,5.234633028,5.282444412,2.755735398,3.091669379,-0.341314769,-0.01428269,-0.083564439,0.668288269,2.18436429,2.215287199
Euro area,EMU,GDP per capita growth (annual %),,5.711696009,5.405576435,4.778443655,4.527846857,4.029165837,4.403938442,4.527992704,4.853636313,6.247101437,5.037191148,3.226004824,4.199235556,5.474318,2.612276286,-1.280011472,4.551293989,2.676242435,2.728840117,3.435954656,1.731301888,0.140438325,0.451058113,1.183650477,2.196928585,2.112179979,2.25063977,2.256408677,3.955762085,3.650098885,3.092645629,2.272897697,0.943674349,-1.064733727,2.17378276,2.208770805,1.471422851,2.476469206,2.746282782,2.725914435,3.523815186,1.774205893,0.520161639,0.180193212,1.764281083,1.172205043,2.758330536,2.491035012,-0.056693412,-4.82684041,1.849960957,1.768503813,-1.131443003,-0.597602326,0.895698503,1.671373783,1.340490443
Eritrea,ERI,GDP per capita growth (annual %),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.16993037,21.75588764,2.701403258,8.339577029,6.373656687,-0.212003137,-2.350066211,-5.726673438,5.511142661,-0.34336523,-5.874738983,-1.712742567,-0.278298786,-3.346965062,-0.69005245,-11.47336358,2.004025688,0.320461257,6.643278697,,,,,
Spain,ESP,GDP per capita growth (annual %),,10.80448686,8.94647029,8.639492989,4.267245417,5.105632144,6.153434725,3.064126596,5.212172291,7.839083051,3.13905343,3.395926887,6.962193118,6.604025677,4.47106832,-0.539096539,2.21777254,1.785657051,0.490728323,-0.836528094,1.391315447,-0.839887527,0.640409127,1.275514619,1.362897171,1.951329183,2.945279418,5.273762861,4.871692097,4.662815227,3.675767843,2.285324772,0.436115096,-1.543358288,1.896906891,2.30495705,2.247872367,3.25594003,3.875202774,4.062256937,4.819357634,3.281730235,1.436703614,1.338243755,1.40190868,1.985575466,2.428008519,1.865717665,-0.484361943,-4.424122162,-0.445626836,-1.351240941,-2.992814729,-1.383287264,1.682525349,3.278416032,3.244061909
Estonia,EST,GDP per capita growth (annual %),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.889275143,13.08145482,5.122184174,-1.147978999,10.03454067,7.008146762,6.750451033,8.092451367,6.932101241,10.00140285,10.9240292,8.240850138,-5.165513258,-14.55986124,2.492551994,7.924443455,4.681290004,1.776785764,3.092920298,1.377738346,1.487431326
Ethiopia,ETH,GDP per capita growth (annual %),,,,,,,,,,,,,,,,,,,,,,,-1.846395678,4.986659329,-5.878994561,-13.93531588,6.223975657,10.26617866,-2.714578746,-3.635628759,-0.750570364,-10.37057408,-11.90256377,9.15845632,-0.343642091,2.648393938,8.919185329,0.053406266,-6.252734413,2.15906788,3.048595482,5.210138811,-1.372345703,-4.923348023,10.40812788,8.754413038,7.849727265,8.49816278,7.879151526,5.96026306,9.616335036,8.284116597,5.830163313,7.734564359,7.450233088,7.622224694,4.90414649
European Union,EUU,GDP per capita growth (annual %),,4.695241526,4.10798004,4.216727762,4.650986508,3.534666552,3.505849379,3.702340499,4.363557599,5.110086601,5.051808571,3.094398262,4.046925125,5.467021481,1.655837831,-1.300174541,4.110068702,2.391045102,2.818731623,3.428973003,1.053500656,-0.046901412,0.707594167,1.599933558,2.228446074,2.366414356,2.387927485,2.651952897,4.077397745,3.376817238,2.623975185,1.219082565,0.750541885,-0.495226373,2.589137471,2.472825116,1.843422533,2.58425456,2.834876444,2.827027882,3.745087065,2.031874256,1.081444204,0.961588379,2.186683221,1.682676826,2.971997871,2.685761487,0.079436163,-4.670173678,1.929743467,1.748418312,-0.687044468,-0.072054843,1.356537105,1.892889465,1.516614684
Fragile and conflict affected situations,FCS,GDP per capita growth (annual %),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.290580155,11.40738552,-20.89918413,2.365420387,3.367806835,0.675328874,0.819921623,4.055327431,4.970545065,9.268747115,4.461026755,-0.473774014,0.23242753,-3.004185011,-7.108129984,11.0812296,3.88915884,3.987080883,2.858311432,3.084975915,2.084328585,3.724148295,-7.492984527,3.827734112,3.157605951,1.033744166,0.431909417,3.16299357
Finland,FIN,GDP per capita growth (annual %),,6.847965181,2.284048567,2.557472364,4.654852826,4.952389127,1.989846976,1.617028866,1.845006207,9.656904148,5.733582855,2.227823565,7.096153532,6.377978941,2.697458349,1.354024724,0.042351653,-0.040506072,2.62462641,6.848494782,5.061714241,0.863656453,2.511385404,2.508292587,2.664081603,3.105773081,2.393030079,3.265790838,4.904469225,4.708999293,0.230393237,-6.426894199,-3.866334438,-1.213633413,3.492196132,3.810176581,3.319349911,5.936308396,5.148999551,4.20198361,5.415770114,2.347494292,1.434169687,1.751061795,3.624745135,2.428793345,3.656622696,4.738263812,0.252853935,-8.706689219,2.522229366,2.096442142,-1.89409884,-1.214215943,-1.041827134,-0.06116875,1.100117803
Fiji,FJI,GDP per capita growth (annual %),,0.016621428,0.062019805,2.791356445,1.561347259,-5.517846639,-2.61187763,10.65947469,5.541334415,0.429167076,10.34896874,4.662740175,5.264935253,9.338137949,0.553983058,-1.423746228,0.825772821,4.002990408,0.010169426,10.02325329,-3.728124007,3.765480172,-8.404732555,-6.369278667,6.07539977,-6.127385003,6.717167472,-7.026096348,0.789291419,7.185538768,5.21860424,-3.605567648,4.809183668,0.710405438,3.639353296,1.20060449,3.600608712,-3.234174757,0.356384118,7.966420609,-2.273035433,1.624805112,3.013638766,0.884110942,5.077910829,0.275667349,1.163873936,-1.729659003,0.011133119,-2.384600404,1.998933778,1.859893596,1.124245391,5.342633746,4.721395872,4.812925269,1.214879842
France,FRA,GDP per capita growth (annual %),,4.104153542,5.176053212,3.870630756,5.127394494,3.57497791,4.203830013,3.851855655,3.525824826,6.240067368,4.920812151,4.451793725,3.596413341,5.351538752,3.437486288,-1.655761277,3.761669234,3.030175211,3.631541689,3.216074816,1.202350236,0.632158102,2.007716302,0.719766674,0.959080941,1.041877903,1.747509473,1.952927716,4.093098898,3.732277541,2.333409773,0.958866639,1.095733446,-1.042357219,1.96512509,1.716969307,1.029646983,1.975961282,3.175182483,2.876491076,3.166120141,1.215127417,0.385760676,0.10747347,2.032366715,0.844668773,1.663680076,1.73013171,-0.363092337,-3.439412268,1.463151139,1.586720162,-0.301002029,0.059969465,0.440219969,0.62433474,0.776158742
Faroe Islands,FRO,GDP per capita growth (annual %),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,GDP per capita growth (annual %),,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.129565689,0.318973736,1.248441507,1.328622654,4.743805178,1.327127449,5.517619415,-2.525575135,5.591590593,-3.816234455,-6.202525111,3.206838678,1.780574392,4.936955428,2.000694949,0.771040572,1.98505965,-3.014257349,2.527078328,0.320273086,-1.494840864,-2.000060207,1.46501704,2.870975274,2.196539663,0.530151786,-3.746562576,-3.693583508,3.357328487,1.399974886
Gabon,GAB,GDP per capita growth (annual %),,13.63253019,6.260708315,4.765111062,3.052574616,6.558943481,2.572931544,1.997217499,0.325924068,5.795458246,6.46751522,8.13081222,9.268298051,8.154199503,36.8417092,16.80160163,32.75374314,-14.5144255,-25.79379646,-1.898036312,0.073919453,2.504732161,-5.532292261,2.903265138,4.705709355,-4.921684762,-3.471466231,-19.39828337,9.766528208,5.597577063,2.365272954,3.290966545,-5.64177063,1.243048111,1.052102009,2.318518377,1.033757693,3.116022116,0.92451382,-11.17363749,-4.301698134,-0.384205745,-2.726606782,-0.349913193,-1.971907554,1.018626909,-6.417062523,2.512369718,-6.280019971,-3.046507419,3.599726289,3.501774349,1.673485564,2.124208033,1.064715694,0.948190657,-0.300566424
United Kingdom,GBR,GDP per capita growth (annual %),,1.796497463,0.471700278,3.181171335,4.357478766,2.130706598,1.488257982,1.761456772,3.479803203,1.628989228,5.536024921,3.048037865,3.941450381,6.310486054,-2.534154611,-1.481030028,2.947106262,2.496903312,4.189700322,3.642458692,-2.158172218,-0.81347066,2.052243793,4.185038059,2.112833379,3.951119403,2.914615049,5.135689157,5.552744978,2.316207305,0.416258979,-1.424299216,0.088834677,2.261552144,3.620933789,2.235553272,2.287950432,2.861912734,2.890512871,2.939568855,3.374942208,2.331396768,1.964679023,2.985577498,1.946208096,2.267499433,1.752323879,1.760352735,-1.406231896,-5.048663909,1.119383533,0.718681635,0.611016523,1.23102841,2.296920297,1.385038373,1.017503504
Georgia,GEO,GDP per capita growth (annual %),,,,,,,6.312988551,5.212909578,3.513144991,3.802346551,10.97508433,1.410043176,1.802464904,5.549076519,7.867551067,6.591379526,5.335256754,6.170393957,6.803758597,6.582675934,3.698496956,4.407430052,1.141571357,3.389253869,4.530536386,4.025674941,-8.98724497,0.449324461,4.515580134,-7.438647122,-14.76515732,-21.65309512,-45.32510712,-29.84128956,-9.487700959,5.365470379,14.04016653,12.57987103,4.122786611,3.673265473,2.626624902,5.56764754,6.185550465,12.50410391,7.253798669,11.03829957,10.81139451,13.83017724,3.634228687,-2.390625542,7.656695282,8.632696816,7.74068509,4.72866588,5.99884635,3.154326513,2.683238654
Ghana,GHA,GDP per capita growth (annual %),,0.20242743,0.892418313,1.290019758,-0.645526453,-1.224337703,-6.447612236,0.946016272,-1.62820776,3.780263517,7.175514172,2.471197406,-5.239041217,-0.04828487,4.024800308,-14.4546855,-5.37869153,0.60379948,6.751456676,-4.328473476,-1.865236907,-6.242165219,-9.925440313,-7.829308244,4.976024161,1.743968787,2.083813781,1.863512915,2.78578259,2.282918113,0.543015664,2.402905323,1.028888411,1.996794037,0.556272034,1.439531397,2.014784491,1.692138932,2.217731315,1.907644611,1.174953596,1.41444273,1.862303982,2.51293891,2.884067146,3.169311895,3.650514152,1.649515843,6.346275112,2.191298443,5.222185615,11.27816965,6.69641936,4.814854481,1.608950017,1.579127204,1.28562756
Gibraltar,GIB,GDP per capita growth (annual %),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,GDP per capita growth (annual %),,,,,,,,,,,,,,,,,,,,,,,,,,,,0.388259198,2.989644563,0.114690132,-0.34621852,-2.750966567,-2.604117123,-0.886086148,-1.281332223,0.263420391,1.104195749,2.590080433,1.629219724,2.006917734,0.701955566,1.779641713,3.251691755,-0.62744306,0.394936359,0.980728623,0.404738655,-0.41216212,2.635376107,-2.484782373,-0.308025008,1.639470491,1.674785996,0.037512746,-1.8868115,-2.2678608,2.6167361
"Gambia, The",GMB,GDP per capita growth (annual %),,,,,,,,-1.959701109,7.214453229,0.017300083,3.427644632,-2.869150421,-2.788535632,5.833168986,2.600713178,9.037609387,4.281440455,0.55130515,3.318104253,-4.249771557,2.891910361,-0.154378863,-4.254914908,6.761081627,-0.57984328,-5.011203453,-0.59255152,-2.328164936,-0.347039381,1.318281953,-0.470257841,-0.442279779,0.189382554,0.086288432,-2.59586077,-1.899297086,-0.617944383,1.974675961,0.578055291,3.331415575,2.380504519,2.581352536,-6.264167007,3.488767024,3.653129019,-4.071517947,-2.051125178,0.392715897,2.442872701,3.139260685,3.214035311,-7.298684579,2.586603101,1.557498101,-2.20106472,1.552676858,-1.410974077
Guinea-Bissau,GNB,GDP per capita growth (annual %),,,,,,,,,,,,-5.820030723,4.189376759,-0.867437451,2.837085644,6.526035473,4.182498956,-7.476610717,12.87626064,1.483570012,-16.83336802,16.18677015,1.927414407,-5.823755401,6.277198377,1.545159777,-3.174577415,0.501914873,2.203630151,3.655187776,3.609645539,2.579294342,-1.339508402,-0.316948214,0.885661886,2.235011203,9.48770141,4.634284034,-29.30966342,-0.702282515,3.524478286,0.231171326,-2.976231837,-1.538386266,0.543616507,1.96293525,0.00445309,0.829049973,0.776202662,0.819381004,1.852256644,6.575435912,-4.314875937,-1.779297458,-0.08813295,2.146149786,2.947222422
Equatorial Guinea,GNQ,GDP per capita growth (annual %),,,,,,,,,,,,,,,,,,,,,,-0.002675976,-5.026577331,-2.961888849,-6.042976426,6.358555896,-6.779427233,0.649506083,-0.44562964,-4.04630893,-4.683394541,-4.117203286,30.44552957,7.385191236,12.70994107,13.36016233,60.49917992,140.5011474,18.96109213,20.70828565,13.52139008,56.88336477,14.68634277,9.328208879,32.24777242,11.73847006,2.960129721,10.12357061,12.49649567,-3.192905178,-12.9453419,1.897162659,3.692596952,-8.127370064,-4.710806415,-12.6823834,-13.09364729
Greece,GRC,GDP per capita growth (annual %),,10.27171539,0.930403843,9.728326022,7.8664928,8.882130472,5.318925595,4.625872829,5.972476229,9.498866605,7.705208926,7.374327107,9.446391544,7.602608315,-6.782085996,5.373056928,5.205082205,1.610302207,5.86527213,2.002457604,-0.306899295,-2.43246105,-1.740252446,-1.65240217,1.503671632,2.112295008,0.185738055,-2.585123576,3.909777308,3.259729608,-1.052232898,1.869834449,-0.066299349,-2.177150488,1.490558959,1.623825193,2.409843034,3.97008195,3.32069947,2.6780997,3.495563615,3.591652802,3.542622806,5.542360849,4.801378733,0.304568132,5.335601875,3.010984003,-0.599389804,-4.552117255,-5.600777667,-8.997955016,-6.797860844,-2.537258522,1.023544213,0.440440806,0.701744683
Grenada,GRD,GDP per capita growth (annual %),,,,,,,,,,,,,,,,,,,6.655316531,6.20420904,-1.023141999,-0.222470981,1.30670662,0.50799633,0.986592063,4.423523033,6.940586156,9.935031556,4.350714439,5.045692806,4.645656059,1.205806519,-1.610083971,-3.062846219,0.56823075,1.263583716,3.877683066,4.676948953,11.53673068,6.76824734,4.705259601,-2.245154083,3.183035888,9.169931011,-0.91940779,12.95068087,-4.305862942,5.815487376,0.614917652,-6.941623435,-0.873382368,0.383151294,-1.535751848,1.938674264,6.901543645,5.768286275,1.385920736
